X,Y
12.385715,13.941312
12.342857,13.978197
12.300000,13.941312
12.171429,14.015082
12.000000,14.015082
11.957143,13.978197
11.871428,14.051968
11.742858,14.051968
11.700001,14.015082
11.614286,14.088853
11.314286,14.125738
11.100000,14.273279
10.885715,14.347050
10.757143,14.457705
10.714286,14.568361
10.628572,14.605247
10.585714,14.679017
10.500000,14.715902
10.457143,14.789673
10.285714,14.937214
10.200000,14.937214
10.157144,14.900329
9.814286,14.900329
9.771429,14.863443
9.728572,14.900329
9.642858,14.900329
9.600000,14.863443
9.557143,14.900329
9.428572,14.900329
9.300000,14.826558
9.257143,14.863443
9.171429,14.863443
9.042857,14.789673
9.000000,14.826558
8.914286,14.789673
8.742857,14.789673
8.657143,14.826558
8.614286,14.789673
8.357143,14.900329
8.271429,14.900329
8.228572,14.863443
8.142858,14.937214
7.714286,14.937214
7.671429,14.900329
7.628572,14.937214
7.585714,14.900329
7.457143,14.900329
7.414286,14.937214
7.328572,14.937214
7.285715,14.900329
7.242857,14.937214
7.157143,14.863443
7.114286,14.863443
6.985714,14.752788
6.985714,14.715902
6.900000,14.679017
6.600000,14.383935
6.428572,14.383935
6.342857,14.347050
6.128572,14.162623
5.957143,14.162623
5.828572,14.088853
5.357143,14.051968
5.185714,13.978197
5.142857,14.015082
5.100000,13.978197
4.885715,13.978197
4.842857,13.941312
4.671429,13.941312
4.628572,13.904427
4.542857,13.941312
4.500000,13.904427
4.242857,13.904427
4.200000,13.867541
3.857143,13.867541
3.814286,13.830656
3.685714,13.830656
3.642857,13.793771
3.600000,13.830656
3.557143,13.793771
3.514286,13.830656
3.428571,13.756886
3.342857,13.793771
3.257143,13.756886
3.214286,13.793771
3.000000,13.793771
2.957143,13.756886
2.871429,13.793771
2.828572,13.756886
2.700000,13.756886
2.657143,13.720000
2.614286,13.756886
2.485714,13.756886
2.442857,13.793771
2.357143,13.793771
2.314286,13.756886
2.271429,13.793771
2.314286,13.830656
2.357143,13.793771
2.442857,13.793771
2.485714,13.830656
2.571429,13.756886
2.657143,13.793771
2.700000,13.756886
2.828572,13.756886
2.957143,13.830656
3.000000,13.793771
3.214286,13.793771
3.257143,13.830656
3.342857,13.793771
3.385714,13.830656
3.514286,13.830656
3.557143,13.867541
3.600000,13.830656
3.642857,13.867541
3.685714,13.830656
3.814286,13.830656
3.857143,13.867541
4.200000,13.867541
4.242857,13.904427
4.500000,13.904427
4.628572,13.978197
4.671429,13.941312
4.842857,13.941312
4.885715,13.978197
5.100000,13.978197
5.185714,14.051968
5.228571,14.015082
5.314286,14.015082
5.357143,14.051968
5.571429,14.051968
5.614286,14.088853
5.742857,14.088853
5.828572,14.162623
5.871429,14.125738
5.957143,14.162623
6.128572,14.162623
6.257143,14.273279
6.128572,14.383935
6.000000,14.383935
5.957143,14.347050
5.914286,14.383935
5.871429,14.347050
5.828572,14.383935
5.785715,14.347050
5.742857,14.383935
5.657143,14.383935
5.614286,14.347050
5.100000,14.347050
5.057143,14.310164
4.971429,14.383935
4.328571,14.383935
4.285715,14.347050
4.242857,14.383935
4.157143,14.347050
4.114286,14.383935
3.814286,14.383935
3.771429,14.347050
3.728571,14.383935
3.385714,14.383935
3.342857,14.420820
3.128572,14.420820
3.085714,14.383935
3.042857,14.420820
2.914286,14.420820
2.871429,14.383935
2.828572,14.420820
2.485714,14.420820
2.828572,14.420820
2.871429,14.457705
2.914286,14.420820
3.042857,14.420820
3.085714,14.457705
3.128572,14.420820
3.342857,14.420820
3.385714,14.383935
3.728571,14.383935
3.771429,14.420820
3.814286,14.383935
4.114286,14.383935
4.157143,14.420820
4.242857,14.383935
4.285715,14.420820
4.328571,14.383935
5.057143,14.383935
5.100000,14.347050
5.528572,14.347050
5.614286,14.420820
5.657143,14.383935
5.742857,14.383935
5.785715,14.420820
5.828572,14.383935
5.871429,14.420820
5.914286,14.383935
5.957143,14.420820
6.000000,14.383935
6.128572,14.383935
6.171429,14.347050
6.257143,14.347050
6.300000,14.383935
6.128572,14.568361
6.000000,14.568361
5.871429,14.642132
5.442857,14.679017
5.400000,14.715902
5.228571,14.715902
5.185714,14.752788
5.057143,14.752788
5.014286,14.789673
4.928572,14.789673
4.885715,14.752788
4.800000,14.826558
4.714286,14.826558
4.671429,14.863443
4.414286,14.863443
4.371428,14.900329
4.285715,14.900329
4.242857,14.863443
4.114286,14.937214
4.071429,14.900329
4.028572,14.937214
3.985714,14.900329
3.900000,14.974099
3.728571,14.974099
3.685714,15.010984
3.514286,15.010984
3.471429,15.047870
3.171429,15.047870
3.128572,15.084755
2.957143,15.084755
2.828572,15.195411
2.657143,15.195411
2.400000,14.974099
2.442857,14.937214
2.357143,14.900329
2.228571,14.789673
2.228571,14.752788
2.100000,14.679017
2.057143,14.531476
1.928571,14.420820
1.928571,14.273279
1.971429,14.236394
1.928571,14.199509
1.928571,14.015082
1.971429,13.978197
1.928571,13.941312
1.928571,13.830656
2.100000,13.646230
2.100000,13.572459
2.400000,13.314262
2.571429,13.277377
2.657143,13.203607
2.828572,13.129837
2.914286,13.129837
3.000000,13.056067
3.214286,13.056067
3.385714,12.945411
3.471429,12.982296
3.557143,12.908525
3.685714,12.908525
3.728571,12.871640
3.900000,12.871640
3.942857,12.834755
4.028572,12.871640
4.114286,12.797870
4.157143,12.834755
4.457143,12.834755
4.542857,12.908525
4.585714,12.871640
4.714286,12.871640
4.757143,12.908525
4.842857,12.871640
4.885715,12.908525
5.014286,12.908525
5.057143,12.945411
5.142857,12.945411
5.314286,13.019181
5.357143,12.982296
5.485714,12.982296
5.571429,13.019181
5.742857,13.166722
5.785715,13.129837
6.000000,13.277377
6.300000,13.277377
6.471429,13.166722
6.600000,13.240492
6.685714,13.240492
6.771429,13.314262
6.942857,13.277377
7.028572,13.351148
7.071429,13.461803
7.157143,13.498689
7.414286,13.720000
7.585714,13.756886
7.628572,13.793771
7.757143,13.793771
7.928572,13.941312
7.928572,14.015082
8.057143,14.125738
8.142858,14.125738
8.185715,14.162623
8.228572,14.125738
8.357143,14.199509
8.400001,14.162623
8.742857,14.162623
8.785714,14.199509
8.828571,14.162623
9.214286,14.162623
9.257143,14.125738
9.300000,14.162623
9.428572,14.088853
9.557143,14.088853
9.685715,14.015082
9.642858,13.978197
9.685715,13.941312
9.685715,13.867541
9.857143,13.756886
9.942858,13.756886
9.985715,13.720000
10.114286,13.720000
10.157144,13.756886
10.328571,13.683115
10.457143,13.683115
10.328571,13.683115
10.285714,13.720000
10.200000,13.720000
10.157144,13.683115
10.114286,13.720000
10.028572,13.720000
9.942858,13.609344
9.900001,13.461803
9.942858,13.535574
9.942858,13.609344
9.900001,13.646230
9.985715,13.720000
9.728572,13.830656
9.685715,13.830656
9.514286,13.683115
8.742857,13.683115
8.700000,13.646230
8.657143,13.683115
8.314286,13.683115
8.185715,13.756886
8.014286,13.793771
7.928572,13.867541
7.885715,13.830656
7.842857,13.867541
7.757143,13.793771
7.800000,13.720000
7.757143,13.683115
7.757143,13.424918
7.800000,13.388033
7.757143,13.424918
7.757143,13.683115
7.714286,13.720000
7.757143,13.756886
7.714286,13.793771
7.628572,13.793771
7.585714,13.756886
7.414286,13.720000
7.157143,13.498689
7.157143,13.461803
7.028572,13.388033
6.985714,13.277377
7.157143,13.092952
7.157143,12.724099
7.200000,12.687214
6.985714,12.502788
6.942857,12.502788
6.857143,12.392132
6.857143,12.244591
6.900000,12.207705
6.814286,12.097050
6.814286,11.838853
6.857143,11.801968
6.814286,11.765082
7.071429,11.580656
7.028572,11.506886
7.028572,11.322459
6.900000,11.101148
6.942857,11.064262
6.900000,10.990492
6.514286,10.621640
6.428572,10.621640
6.300000,10.547870
6.171429,10.547870
6.128572,10.510984
6.085714,10.547870
5.957143,10.547870
5.871429,10.584755
5.485714,10.879836
5.485714,10.916721
5.271429,11.174918
5.271429,11.285574
5.228571,11.322459
5.228571,11.506886
5.142857,11.580656
5.185714,11.617541
5.185714,12.060164
5.228571,12.097050
5.185714,12.133935
5.228571,12.170820
5.228571,12.281476
5.271429,12.318361
5.228571,12.392132
5.314286,12.465902
5.314286,12.539673
5.357143,12.576558
5.314286,12.613443
5.400000,12.687214
5.400000,12.834755
5.442857,12.871640
5.442857,12.945411
5.400000,12.982296
5.314286,12.945411
5.271429,12.982296
5.185714,12.982296
5.057143,12.871640
4.971429,12.908525
4.885715,12.834755
4.842857,12.871640
4.757143,12.834755
4.714286,12.871640
4.585714,12.871640
4.542857,12.834755
4.157143,12.834755
4.114286,12.797870
4.200000,12.724099
4.157143,12.687214
4.157143,12.465902
4.242857,12.318361
4.242857,12.207705
4.285715,12.170820
4.242857,12.133935
4.285715,12.097050
4.285715,12.023279
4.371428,11.949509
4.328571,11.912623
4.328571,11.838853
4.414286,11.765082
4.371428,11.728197
4.414286,11.691312
4.414286,11.580656
4.542857,11.433115
4.500000,11.359344
4.585714,11.248689
4.628572,11.027377
4.714286,10.953607
4.671429,10.916721
4.800000,10.769181
4.757143,10.695411
4.842857,10.621640
4.885715,10.510984
4.928572,10.474099
4.971429,10.510984
5.014286,10.474099
5.014286,10.363443
5.100000,10.289673
5.185714,10.142132
5.185714,10.068361
5.271429,9.994591
5.314286,9.736394
5.442857,9.625738
5.657143,9.551968
5.785715,9.367541
5.871429,9.367541
5.914286,9.404427
5.957143,9.367541
6.128572,9.367541
6.171429,9.404427
6.342857,9.441312
6.471429,9.551968
6.514286,9.551968
6.600000,9.625738
6.685714,9.810164
6.771429,9.847050
6.900000,9.994591
6.900000,10.031476
6.985714,10.105247
7.028572,10.105247
6.985714,10.105247
6.900000,10.031476
6.728571,9.736394
6.642858,9.699509
6.514286,9.551968
6.471429,9.551968
6.342857,9.441312
6.171429,9.404427
6.128572,9.367541
6.042857,9.367541
6.000000,9.330656
6.000000,9.256886
6.042857,9.220000
6.000000,9.146230
6.000000,9.035574
6.085714,8.888033
6.171429,8.851148
6.214286,8.777377
6.385715,8.666721
6.514286,8.445411
6.685714,8.297870
6.728571,8.150328
6.814286,8.039672
6.814286,7.965901
6.942857,7.892131
7.028572,7.892131
7.071429,7.929016
7.242857,7.781476
7.328572,7.781476
7.414286,7.707705
7.500000,7.707705
7.542857,7.670820
7.585714,7.707705
7.542857,7.781476
7.585714,7.855246
7.457143,8.076557
7.328572,8.187213
7.285715,8.297870
6.985714,8.592951
6.857143,8.814262
6.642858,8.998689
6.857143,8.814262
6.985714,8.592951
7.200000,8.445411
7.157143,8.408525
7.285715,8.297870
7.328572,8.187213
7.457143,8.076557
7.628572,7.781476
7.585714,7.744590
7.585714,7.670820
8.014286,7.338852
8.057143,7.338852
8.185715,7.191311
8.357143,7.117541
8.442858,7.154426
8.485715,7.117541
8.528572,7.154426
8.528572,7.228197
8.485715,7.265082
8.528572,7.301967
8.571429,7.265082
8.528572,7.228197
8.485715,7.080656
8.571429,7.006885
8.400001,7.117541
8.314286,7.080656
8.271429,7.154426
8.100000,7.265082
8.057143,7.265082
7.885715,7.449508
7.800000,7.449508
7.757143,7.523279
7.585714,7.670820
7.414286,7.707705
7.371429,7.744590
7.328572,7.707705
7.157143,7.855246
7.071429,7.855246
6.900000,7.929016
6.814286,7.929016
6.771429,7.892131
6.771429,7.707705
6.814286,7.670820
6.814286,7.080656
6.857143,7.043770
6.814286,7.006885
6.814286,6.859344
6.857143,6.822459
6.814286,6.785573
6.857143,6.748688
6.814286,6.711803
6.814286,6.564262
6.771429,6.527377
6.771429,6.306066
6.728571,6.269180
6.728571,5.974098
6.685714,5.937213
6.728571,5.900328
6.642858,5.752787
6.685714,5.679016
6.642858,5.642131
6.642858,5.568360
6.557143,5.420820
6.557143,5.310164
6.428572,5.088852
6.471429,5.015082
6.300000,4.830656
6.342857,4.793770
6.214286,4.683115
6.085714,4.424918
5.957143,4.314262
5.828572,4.092951
5.571429,3.834754
5.571429,3.760984
5.485714,3.687213
5.485714,3.650328
5.314286,3.539672
5.314286,3.502787
5.057143,3.244590
5.014286,3.133934
4.842857,2.986393
4.757143,2.838853
4.542857,2.691312
4.500000,2.580656
4.200000,2.322459
4.200000,2.285574
4.071429,2.174918
3.985714,2.027377
3.857143,1.953607
3.771429,1.806066
3.600000,1.658525
3.642857,1.621639
3.428571,1.474098
3.428571,1.437213
2.828572,0.847049
2.828572,0.810164
2.571429,0.588852
2.571429,0.551967
2.485714,0.515082
2.314286,0.367541
2.271429,0.367541
2.100000,0.220000
2.014286,0.220000
2.014286,0.220000
