X,Y
12.085714,8.039672
11.871428,8.224099
11.828571,8.224099
11.314286,8.666721
11.314286,8.703607
11.185715,8.777377
11.185715,8.814262
11.057143,8.924918
11.014286,9.072459
10.842857,9.220000
10.757143,9.146230
10.757143,9.109344
