-0.04,0.1865,0.06,0,0,-45.0
-0.037333333333333336,0.1865,0.06,0,0,-45.0
-0.034666666666666665,0.1865,0.06,0,0,-45.0
-0.032,0.1865,0.06,0,0,-45.0
-0.029333333333333336,0.1865,0.06,0,0,-45.0
-0.02666666666666667,0.1865,0.06,0,0,-45.0
-0.024,0.1865,0.06,0,0,-45.0
-0.021333333333333336,0.1865,0.06,0,0,-45.0
-0.018666666666666668,0.1865,0.06,0,0,-45.0
-0.016,0.1865,0.06,0,0,-45.0
-0.013333333333333336,0.1865,0.06,0,0,-45.0
-0.010666666666666668,0.1865,0.06,0,0,-45.0
-0.008,0.1865,0.06,0,0,-45.0
-0.005333333333333336,0.1865,0.06,0,0,-45.0
-0.0026666666666666713,0.1865,0.06,0,0,-45.0
0.0,0.1865,0.06,0,0,-45.0
0.0026666666666666644,0.1865,0.06,0,0,-45.0
0.005333333333333329,0.1865,0.06,0,0,-45.0
0.008,0.1865,0.06,0,0,-45.0
0.010666666666666665,0.1865,0.06,0,0,-45.0
0.013333333333333329,0.1865,0.06,0,0,-45.0
0.016,0.1865,0.06,0,0,-45.0
0.018666666666666665,0.1865,0.06,0,0,-45.0
0.02133333333333333,0.1865,0.06,0,0,-45.0
0.024,0.1865,0.06,0,0,-45.0
0.026666666666666665,0.1865,0.06,0,0,-45.0
0.02933333333333333,0.1865,0.06,0,0,-45.0
0.031999999999999994,0.1865,0.06,0,0,-45.0
0.03466666666666666,0.1865,0.06,0,0,-45.0
0.037333333333333336,0.1865,0.06,0,0,-45.0
0.04,0.1865,0.06,0,0,-45.0
0.04,0.18738333333333335,0.06,0,0,-45.0
0.04,0.18826666666666667,0.06,0,0,-45.0
0.04,0.18914999999999998,0.06,0,0,-45.0
0.04,0.19003333333333333,0.06,0,0,-45.0
0.04,0.19091666666666668,0.06,0,0,-45.0
0.04,0.1918,0.06,0,0,-45.0
0.04,0.19268333333333332,0.06,0,0,-45.0
