-0.05,0.20500000000000002,0.06,0,0,-45
-0.048139534883720934,0.20500000000000002,0.06,0,0,-45
-0.046279069767441866,0.20500000000000002,0.06,0,0,-45
-0.04441860465116279,0.20500000000000002,0.06,0,0,-45
-0.04255813953488372,0.20500000000000002,0.06,0,0,-45
-0.040697674418604654,0.20500000000000002,0.06,0,0,-45
-0.038837209302325586,0.20500000000000002,0.06,0,0,-45
-0.03697674418604652,0.20500000000000002,0.06,0,0,-45
-0.03511627906976744,0.20500000000000002,0.06,0,0,-45
-0.033255813953488374,0.20500000000000002,0.06,0,0,-45
-0.031395348837209305,0.20500000000000002,0.06,0,0,-45
-0.029534883720930234,0.20500000000000002,0.06,0,0,-45
-0.027674418604651165,0.20500000000000002,0.06,0,0,-45
-0.025813953488372093,0.20500000000000002,0.06,0,0,-45
-0.023953488372093025,0.20500000000000002,0.06,0,0,-45
-0.022093023255813953,0.20500000000000002,0.06,0,0,-45
-0.020232558139534885,0.20500000000000002,0.06,0,0,-45
-0.018372093023255813,0.20500000000000002,0.06,0,0,-45
-0.016511627906976745,0.20500000000000002,0.06,0,0,-45
-0.014651162790697676,0.20500000000000002,0.06,0,0,-45
-0.012790697674418608,0.20500000000000002,0.06,0,0,-45
-0.010930232558139533,0.20500000000000002,0.06,0,0,-45
-0.009069767441860464,0.20500000000000002,0.06,0,0,-45
-0.007209302325581396,0.20500000000000002,0.06,0,0,-45
-0.005348837209302328,0.20500000000000002,0.06,0,0,-45
-0.0034883720930232592,0.20500000000000002,0.06,0,0,-45
-0.001627906976744184,0.20500000000000002,0.06,0,0,-45
0.0002325581395348844,0.20500000000000002,0.06,0,0,-45
0.0020930232558139528,0.20500000000000002,0.06,0,0,-45
0.003953488372093021,0.20500000000000002,0.06,0,0,-45
0.005813953488372096,0.20500000000000002,0.06,0,0,-45
0.007674418604651165,0.20500000000000002,0.06,0,0,-45
0.009534883720930233,0.20500000000000002,0.06,0,0,-45
0.011395348837209301,0.20500000000000002,0.06,0,0,-45
0.013255813953488377,0.20500000000000002,0.06,0,0,-45
0.015116279069767438,0.20500000000000002,0.06,0,0,-45
0.016976744186046513,0.20500000000000002,0.06,0,0,-45
0.01883720930232559,0.20500000000000002,0.06,0,0,-45
